,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Type_of_Item,Years_of_Operation,ItemType_Breads,ItemType_Breakfast,ItemType_Canned,ItemType_Dairy,ItemType_Frozen Foods,ItemType_Fruits and Vegetables,ItemType_Hard Drinks,ItemType_Health and Hygiene,ItemType_Household,ItemType_Meat,ItemType_Others,ItemType_Seafood,ItemType_Snack Foods,ItemType_Soft Drinks,ItemType_Starchy Foods
142,NCO55,12.8,1,0.091221855,105.5938,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2143.876,Non-Consumables,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,NCC30,16.6,1,0.027622076,177.6344,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2676.516,Non-Consumables,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,FDI16,14.0,2,0.0,53.064,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,905.488,Food,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
145,FDP16,18.6,1,0.039355947,246.3802,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,7370.406,Food,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,FDB11,16.0,1,0.060836524,226.8404,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,6301.1312,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,NCB06,17.6,1,0.082316506,160.692,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1597.92,Non-Consumables,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,FDA45,21.25,1,0.155350299,178.237,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,529.311,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,NCO26,7.235,1,0.076841095,117.5492,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1969.4364,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,DRJ25,14.6,1,0.151419185,50.3692,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1034.6532,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,FDR28,13.85,2,0.026001976,161.521,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1794.331,Food,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,FDI04,13.65,2,0.073209447,197.6426,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,2768.3964,Food,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,DRK12,,1,0.041683481,31.29,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,898.83,Drinks,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,FDX20,7.365,1,0.042560252,226.172,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,3169.208,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,NCI18,18.35,1,0.014081156,223.5746,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3589.9936,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,FDB36,5.465,2,0.0,132.5626,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,262.3252,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,FDN13,18.6,1,0.152918384,99.8358,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1910.1802,Food,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
158,DRD24,13.85,1,0.030969274,140.9154,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1701.7848,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
159,FDQ28,14.0,2,0.060376776,154.5656,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2471.4496,Food,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,FDM22,14.0,2,0.04192285,54.764,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1331.6,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,FDR07,,1,0.077367431,97.0094,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,1808.9786,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
162,FDV25,5.905,1,0.045838211,222.5456,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,3315.684,Food,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,DRF49,7.27,1,0.071077939,114.2518,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2618.5914,Drinks,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,FDW51,6.155,2,0.094659871,214.556,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2769.728,Food,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165,DRL01,19.5,2,0.077608838,233.4958,OUT017,2007-01-01,,Tier 2,Supermarket Type1,5375.0034,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,FDP25,15.2,1,0.021327477,216.8824,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2838.9712,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,FDL50,12.15,2,0.042485444,125.0046,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1743.0644,Food,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,NCB30,,1,0.025578526,198.8084,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5555.4352,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
169,FDW11,12.6,1,0.0489808,61.9194,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,619.194,Food,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,NCM43,14.5,1,0.019471688,164.821,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2120.573,Non-Consumables,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
171,FDK44,16.6,1,0.122918852,173.0738,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3823.0236,Food,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
172,FDM15,11.8,2,0.057373797,151.4366,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1360.2294,Food,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,FDS31,13.1,2,0.044155597,178.8318,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3969.4996,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,FDI32,17.7,1,0.291865402,115.1834,OUT010,1998-01-01,,Tier 3,Grocery Store,345.5502,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,FDR47,17.85,1,0.0,196.5794,OUT010,1998-01-01,,Tier 3,Grocery Store,585.2382,Food,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,FDB35,12.3,2,0.064750025,92.6804,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1010.6844,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
177,NCU05,11.8,1,0.098312421,81.4618,OUT010,1998-01-01,,Tier 3,Grocery Store,161.1236,Non-Consumables,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,DRY23,,2,0.191013663,42.1112,OUT019,1985-01-01,Small,Tier 1,Grocery Store,42.6112,Drinks,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
179,FDO24,11.1,1,0.176573035,157.4604,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3010.7476,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,FDQ28,,2,0.060134441,153.0656,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,6024.1584,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
181,FDV39,11.3,1,0.007294652,198.1426,OUT045,2002-01-01,,Tier 2,Supermarket Type1,988.713,Food,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,NCO17,,1,0.128478462,117.944,OUT019,1985-01-01,Small,Tier 1,Grocery Store,239.688,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,FDU50,5.75,2,0.075107656,112.8176,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1374.2112,Food,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,FDT12,,2,0.049381406,226.8062,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4739.8302,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,FDK58,11.35,2,0.045165796,100.0016,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1012.016,Food,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,FDO08,,2,0.09415375,165.7526,OUT019,1985-01-01,Small,Tier 1,Grocery Store,657.8104,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
187,NCW29,14.0,1,0.028907832,130.431,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,778.986,Non-Consumables,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
188,FDE04,19.75,2,0.018059621,179.766,OUT045,2002-01-01,,Tier 2,Supermarket Type1,2336.958,Food,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189,NCB19,6.525,1,0.090436094,85.0882,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,2233.0932,Non-Consumables,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
190,FDV15,10.3,1,0.146399712,103.9648,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1661.8368,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,FDL58,5.78,2,0.074264356,264.7568,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,4745.8224,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
192,FDA08,11.85,2,0.050186726,164.1526,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3124.5994,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,FDT43,16.35,1,0.020631654,50.1324,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,467.3916,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,NCX06,,1,0.01561108,182.5976,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5070.7328,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195,FDT20,10.5,1,0.041395445,37.6164,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,540.6296,Food,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
196,FDB41,19.0,2,0.097313129,48.0718,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,992.7078,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,NCN55,14.6,1,0.059582996,238.8538,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,6008.845,Non-Consumables,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
198,FDE40,,2,0.098663652,62.9194,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2105.2596,Food,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,FDX49,,2,0.101338651,232.63,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,5359.69,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,NCM53,18.75,1,0.052146456,104.628,OUT045,2002-01-01,,Tier 2,Supermarket Type1,745.696,Non-Consumables,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,FDE36,5.26,2,0.041764487,161.8868,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3275.736,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,FDN57,18.25,1,0.054344186,140.2154,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1701.7848,Food,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
203,FDI24,,1,0.078362484,177.937,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,6704.606,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,FDI19,15.1,1,0.052339069,242.7512,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,4119.9704,Food,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
205,FDF24,15.5,2,0.042464962,81.5934,OUT010,1998-01-01,,Tier 3,Grocery Store,327.5736,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,FDG52,13.65,1,0.065732883,45.7402,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,780.9834,Food,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,DRF36,16.1,1,0.023625114,189.3846,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3630.6074,Drinks,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208,FDS45,,2,0.051643608,107.3622,OUT019,1985-01-01,Small,Tier 1,Grocery Store,317.5866,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,FDX40,12.85,1,0.165694219,39.7164,OUT010,1998-01-01,,Tier 3,Grocery Store,231.6984,Food,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,DRK12,9.5,1,0.041878397,32.99,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,133.16,Drinks,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
211,DRC27,13.8,1,0.058091482,245.1802,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,5650.6446,Drinks,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,FDL58,5.78,2,0.0,263.7568,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2636.568,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
213,NCD30,19.7,1,0.026903714,96.0726,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1272.3438,Non-Consumables,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,NCZ54,14.65,1,0.0,161.5552,OUT010,1998-01-01,,Tier 3,Grocery Store,324.9104,Non-Consumables,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
215,FDE10,6.67,2,0.150554711,130.0626,OUT010,1998-01-01,,Tier 3,Grocery Store,131.1626,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
216,FDR44,6.11,2,0.0,131.2968,OUT010,1998-01-01,,Tier 3,Grocery Store,260.9936,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
217,FDP28,13.65,2,0.134975628,260.0936,OUT010,1998-01-01,,Tier 3,Grocery Store,260.9936,Food,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,FDX15,17.2,1,0.15616879,160.6578,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3690.5294,Food,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
219,FDA39,6.32,1,0.0,40.2822,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1139.1838,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,FDY24,4.88,2,0.133700752,52.9298,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,1995.4026,Food,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,FDC60,5.425,2,0.115119905,88.3514,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1416.8224,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,FDH28,15.85,2,0.110030997,37.2506,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,265.6542,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,FDT25,7.5,1,0.051038045,121.7072,OUT017,2007-01-01,,Tier 2,Supermarket Type1,3552.7088,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
224,DRJ13,12.65,1,0.062837968,161.5578,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2406.867,Drinks,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,NCO07,,1,0.017116983,211.956,OUT019,1985-01-01,Small,Tier 1,Grocery Store,213.056,Non-Consumables,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,FDW20,20.75,1,0.024129332,124.173,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2956.152,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227,DRF27,,1,0.049754975,152.134,OUT019,1985-01-01,Small,Tier 1,Grocery Store,153.134,Drinks,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
228,FDS49,9.0,1,0.0,79.7644,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1649.8524,Food,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,FDX25,,1,0.101561568,181.9292,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3101.2964,Food,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,NCX42,,1,0.005949644,165.6526,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,4769.1254,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
231,FDG33,,2,0.13956116,170.4764,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3435.528,Food,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
232,FDL56,14.1,1,0.126035694,86.4198,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1133.8574,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
233,FDF14,7.55,1,0.027164679,152.334,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2603.278,Food,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
234,NCD06,13.0,1,0.099325278,45.406,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,605.878,Non-Consumables,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,DRM47,,1,0.04357366,192.8846,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2293.0152,Drinks,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236,FDS46,,2,0.082741482,118.7782,OUT019,1985-01-01,Small,Tier 1,Grocery Store,119.1782,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,FDB35,12.3,2,0.064565202,92.9804,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1929.4884,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,FDX21,,1,0.084554569,109.8912,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2074.6328,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
239,NCU05,,1,0.058451805,79.9618,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,241.6854,Non-Consumables,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
240,NCR38,17.25,1,0.113748685,251.3724,OUT045,2002-01-01,,Tier 2,Supermarket Type1,6795.1548,Non-Consumables,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,NCR18,15.85,1,0.020603511,42.7112,OUT017,2007-01-01,,Tier 2,Supermarket Type1,639.168,Non-Consumables,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,NCU41,18.85,1,0.052044976,192.1846,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3248.4382,Non-Consumables,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
243,FDY56,16.35,2,0.062764429,227.6062,OUT017,2007-01-01,,Tier 2,Supermarket Type1,7222.5984,Food,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
244,DRJ51,14.1,1,0.087977262,229.0668,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3225.1352,Drinks,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,FDK21,7.905,1,0.010010425,249.0408,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,3755.112,Food,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,FDY25,12.0,1,0.033946163,179.3976,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,3440.8544,Food,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,FDU44,12.15,2,0.058414678,163.4552,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,974.7312,Food,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248,FDL43,10.1,1,0.027106459,75.367,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,535.969,Food,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,FDF05,17.5,1,0.027022883,262.491,OUT017,2007-01-01,,Tier 2,Supermarket Type1,5259.82,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,DRF15,,1,0.058153409,152.034,OUT019,1985-01-01,Small,Tier 1,Grocery Store,306.268,Drinks,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,FDL20,17.1,1,0.128937661,112.3886,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,1779.0176,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,FDV32,7.785,1,0.088846306,61.451,OUT049,1999-01-01,Medium,Tier 1,Supermarket Type1,759.012,Food,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
253,FDJ34,11.8,2,0.09357779,125.9704,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1877.556,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,FDG08,13.15,2,0.165694678,171.8764,OUT045,2002-01-01,,Tier 2,Supermarket Type1,3779.0808,Food,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
255,FDQ04,,1,0.148392623,41.5796,OUT019,1985-01-01,Small,Tier 1,Grocery Store,41.2796,Food,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
256,FDW13,8.5,1,0.098438394,51.1324,OUT017,2007-01-01,,Tier 2,Supermarket Type1,259.662,Food,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
257,NCI17,8.645,1,0.143303291,96.341,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,193.082,Non-Consumables,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,FDY03,17.6,2,0.076276208,110.9202,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1687.803,Food,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,FDS12,9.1,1,0.175103435,127.5362,OUT017,2007-01-01,,Tier 2,Supermarket Type1,4655.9394,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,FDJ55,12.8,2,0.023511371,225.9404,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,4950.8888,Food,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
261,DRK01,7.63,1,0.06105276,95.4436,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,1418.154,Drinks,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,FDG28,9.285,2,0.049559042,246.4144,OUT017,2007-01-01,,Tier 2,Supermarket Type1,1225.072,Food,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263,FDY38,13.6,2,0.119418124,231.03,OUT045,2002-01-01,,Tier 2,Supermarket Type1,5359.69,Food,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
264,FDN01,8.895,1,0.072545601,176.237,OUT045,2002-01-01,,Tier 2,Supermarket Type1,1764.37,Food,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
265,NCR54,16.35,1,0.090486828,195.211,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2553.343,Non-Consumables,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,FDG29,17.6,1,0.056245075,43.3454,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1006.6896,Food,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
267,FDG24,7.975,1,0.014618973,85.225,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1081.925,Food,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,FDG59,15.85,1,0.043479126,36.7164,OUT017,2007-01-01,,Tier 2,Supermarket Type1,308.9312,Food,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,FDM28,15.7,1,0.045166237,178.666,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2516.724,Food,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270,FDW04,8.985,2,0.057827101,128.831,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,1428.141,Food,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
271,FDS26,20.35,1,0.089394766,260.1594,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,2093.2752,Food,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,FDQ56,6.59,1,0.10550944,85.6908,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,1929.4884,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
273,FDK51,19.85,1,0.005234153,264.0884,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,5829.7448,Food,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
274,FDL22,16.85,1,0.036390174,91.4488,OUT046,1997-01-01,Small,Tier 1,Supermarket Type1,2082.6224,Food,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
275,FDH19,,1,0.03292824,173.1738,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,7298.4996,Food,38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
276,FDY55,16.75,1,0.081252534,256.4988,OUT013,1987-01-01,High,Tier 3,Supermarket Type1,7452.9652,Food,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,FDY03,17.6,2,0.076552407,110.5202,OUT017,2007-01-01,,Tier 2,Supermarket Type1,450.0808,Food,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
278,FDK21,7.905,1,0.016758569,250.4408,OUT010,1998-01-01,,Tier 3,Grocery Store,500.6816,Food,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279,FDZ10,,1,0.044248175,126.202,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,3668.558,Food,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,FDZ32,7.785,2,0.038288087,103.1964,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,736.3748,Food,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
281,NCZ18,7.825,1,0.186032678,253.0698,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,6088.0752,Non-Consumables,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
282,NCF07,,1,0.031867464,101.0016,OUT027,1985-01-01,Medium,Tier 3,Supermarket Type3,2125.2336,Non-Consumables,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,DRE49,20.75,1,0.021370201,153.0024,OUT017,2007-01-01,,Tier 2,Supermarket Type1,2277.036,Drinks,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
284,FDJ08,,1,0.193772568,190.3846,OUT019,1985-01-01,Small,Tier 1,Grocery Store,573.2538,Food,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
285,FDT39,6.26,2,0.009866049,151.1366,OUT035,2004-01-01,Small,Tier 2,Supermarket Type1,2267.049,Food,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,FDE08,18.2,1,0.082551042,147.3734,OUT010,1998-01-01,,Tier 3,Grocery Store,296.9468,Food,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,NCD06,13.0,1,0.099729888,46.306,OUT018,2009-01-01,Medium,Tier 3,Supermarket Type2,559.272,Non-Consumables,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
